gene_id,Product Description ,,FC DOZI/WT,Confidence,PF ID,PF Product Description,Manual Annotation,CITH,DOZI,DOZI/CITH in mosquito and liver stages,,Molecular Function,Biological Process,Cellular Component,Molecular Function,Biological Process,Cellular Component
PBANKA_124010,"conserved Plasmodium protein, unknown function",,-3.8,0.75,PF3D7_0525300,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null null,,null
PBANKA_124240,"conserved Plasmodium protein, unknown function",,,,PF3D7_0527600,"conserved Plasmodium protein, unknown function",DNA replication,1,1,2,na,null,null,null,null null,,null
PBANKA_124260,"conserved Plasmodium protein, unknown function",,,,PF3D7_0528000,"conserved Plasmodium protein, unknown function",proteasome,1,1,2,na,null,null,null,null null,,cytoplasm
PBANKA_124520,"conserved Plasmodium protein, unknown function",,-2.94,0.73,PF3D7_0530800,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null null,,null
PBANKA_130980,"conserved Plasmodium protein, unknown function",,,,PF3D7_1446100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null null,,cytoplasm
PBANKA_131130,"conserved Plasmodium protein, unknown function",,-2.11,0.75,PF3D7_1447500,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null null,,cytoplasm
PBANKA_131140,"conserved Plasmodium protein, unknown function",,,,PF3D7_1447600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null null,,null
PBANKA_131260,"conserved Plasmodium protein, unknown function",,,,PF3D7_1448900,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"DNA binding, metal ion binding regulation of transcription, DNA-dependent, transcription, DNA-dependent",,nucleus
PBANKA_131850,"conserved Plasmodium protein, unknown function",,-5.23,0.75,PF3D7_1454800,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_131860,"conserved Plasmodium protein, unknown function",,-3.25,0.73,PF3D7_1454900,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,not different from wild type,null,null,null,null,null,membrane
PBANKA_131900,"conserved Plasmodium protein, unknown function",,,,PF3D7_1455300,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,KO not successful,null,null,null,"DNA binding, flap endonuclease activity, single-stranded DNA specific 5'-3' exodeoxyribonuclease activity","DNA recombination, mismatch repair, response to DNA damage stimulus",nucleus
PBANKA_132080,"conserved Plasmodium protein, unknown function",,-5.48,0.75,PF3D7_1457100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,membrane
PBANKA_132180,"conserved Plasmodium protein, unknown function",,,,PF3D7_1458100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"nucleotide binding, transferase activity",null,membrane
PBANKA_132390,"conserved Plasmodium protein, unknown function",,,,PF3D7_1460200,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,membrane
PBANKA_132540,"conserved Plasmodium protein, unknown function",,,,PF3D7_1461700,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, protein binding, zinc ion binding","intracellular protein transmembrane transport, protein import, protein targeting","cytoplasm, plasma membrane"
PBANKA_132940,"conserved Plasmodium protein, unknown function",,-4.02,0.75,PF3D7_1466000,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_132990,"conserved Plasmodium protein, unknown function",,,,PF3D7_1466500,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_133400,"conserved Plasmodium protein, unknown function",,,,PF3D7_1470800,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_133470,"conserved Plasmodium protein, unknown function",,-3.7,0.75,PF3D7_1471500,"conserved Plasmodium membrane protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,"integral to membrane, membrane"
PBANKA_133620,"conserved Plasmodium protein, unknown function",,,,PF3D7_1473000,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,membrane
PBANKA_133810,"conserved Plasmodium protein, unknown function",,,,PF3D7_1322900,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_134230,"conserved Plasmodium protein, unknown function",,-3.45,0.75,PF3D7_1327100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"beta-galactosidase activity, carbohydrate binding, cation binding",carbohydrate metabolic process,"beta-galactosidase complex, extracellular region"
PBANKA_134370,"conserved Plasmodium protein, unknown function",,,,PF3D7_1328600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,cytoplasm
PBANKA_135380,"conserved Plasmodium protein, unknown function",,-7.77,0.75,PF3D7_1340400,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_135490,"conserved Plasmodium protein, unknown function",,-4.62,0.75,PF3D7_1341800,"conserved Plasmodium protein, unknown function",gliding motility,1,1,2,na,null,null,null,nucleotide binding,null,cytoplasm
PBANKA_135610,"conserved Plasmodium protein, unknown function",,-3.07,0.75,PF3D7_1343100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_136040,"conserved Plasmodium protein, unknown function",,,,PF3D7_1347600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_136140,"conserved Plasmodium protein, unknown function",,,,PF3D7_1348600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,cytoplasm
PBANKA_136460,"conserved Plasmodium protein, unknown function",,,,PF3D7_1351900,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, hydrolase activity",null,integral to membrane
PBANKA_140090,"conserved Plasmodium protein, unknown function",,,,PF3D7_1302400,"conserved Plasmodium membrane protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,"endoplasmic reticulum, integral to membrane"
PBANKA_141480,"conserved Plasmodium protein, unknown function",,-3.46,0.75,PF3D7_1316300,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_141520,"conserved Plasmodium protein, unknown function",,-3.5,0.75,PF3D7_1316700,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,nucleotide binding,null,null
PBANKA_141540,"conserved Plasmodium protein, unknown function",,-2.34,0.73,PF3D7_1316900,"conserved Plasmodium protein, unknown function",chromatin,1,1,2,na,null,null,null,protein binding,"DNA repair, regulation of transcription, DNA-dependent, response to DNA damage stimulus, transcription, DNA-dependent",nucleus
PBANKA_141740,"conserved Plasmodium protein, unknown function",,-5.81,0.75,PF3D7_1318900,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,ATP binding,null,null
PBANKA_141930,"conserved Plasmodium protein, unknown function",,-2.85,0.75,PF3D7_1321000,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,transport,"integral to membrane, plasma membrane"
PBANKA_142200,"conserved Plasmodium protein, unknown function",,-1.89,0.73,PF3D7_0715700,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"DNA binding, nucleotidyltransferase activity",null,null
PBANKA_142290,"conserved Plasmodium protein, unknown function",,-5.15,0.75,PF3D7_0814600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, transferase activity",null,null
PBANKA_142860,"conserved Plasmodium protein, unknown function",,,,PF3D7_1212600.1,"conserved Plasmodium membrane protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,"integral to membrane, membrane"
PBANKA_143030,"conserved Plasmodium protein, unknown function",,,,PF3D7_1214500,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,apicoplast
PBANKA_143070,"conserved Plasmodium protein, unknown function",,,,PF3D7_1214900,"conserved Plasmodium membrane protein, unknown function",unknown function,1,1,2,na,null,null,null,"L-malate dehydrogenase activity, binding","glycolysis, malate metabolic process, tricarboxylic acid cycle",integral to membrane
PBANKA_143500,"conserved Plasmodium protein, unknown function",,,,PF3D7_1219800,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,"integral to membrane, plasma membrane"
PBANKA_143630,"conserved Plasmodium protein, unknown function",,-2.46,0.73,PF3D7_1221100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_143640,"conserved Plasmodium protein, unknown function",,,,PF3D7_1221200,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, ATPase activity, coupled to transmembrane movement of substances, chloride channel activity, chloride ion binding",transport,integral to membrane
PBANKA_143770,"conserved Plasmodium protein, unknown function",,,,PF3D7_1222800,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,cytoplasm
PBANKA_144420,"conserved Plasmodium protein, unknown function",,,,PF3D7_1229600,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,protein binding,null,"apicoplast, cytoplasm"
PBANKA_144480,"conserved Plasmodium protein, unknown function",,-4.42,0.75,PF3D7_1230100,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_144640,"conserved Plasmodium protein, unknown function",,,,PF3D7_1231700,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,null
PBANKA_145210,"conserved Plasmodium protein, unknown function",,,,PF3D7_1237500,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,"apicoplast, cytoplasm, membrane"
PBANKA_145390,"conserved Plasmodium protein, unknown function",,-1.76,0.7,PF3D7_1239400,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, ligase activity",translation,cytoplasm
PBANKA_146130,"conserved Plasmodium protein, unknown function",,-5.22,0.75,PF3D7_1248400,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,null,null,apicoplast
PBANKA_146330,"conserved Plasmodium protein, unknown function",,-5.38,0.75,PF3D7_1250400,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,null,null,"ATP binding, actin binding, calmodulin binding, motor activity",null,"cytoplasm, myosin complex"
PBANKA_100440,"conserved Plasmodium protein, unknown function",,-1.75,0.73,PF3D7_0406800,"conserved Plasmodium protein, unknown function",unknown function,1,1,2,na,null,translation,null,,,
PBANKA_132380,"conserved Plasmodium protein, unknown function",,-5.5,0.75,,,unknown function,1,1,2,na,protein binding,null,null,,,
PBANKA_052190,"conserved Plasmodium protein, unknown function",,,,PF3D7_0420500,"conserved Plasmodium protein, unknown function",phosphatase,1,1,2,na,protein tyrosine/serine/threonine phosphatase activity,protein dephosphorylation,null,,,
PBANKA_093040,"conserved Plasmodium protein, unknown function",,,,PF3D7_1117600.1/2,"conserved Plasmodium protein, unknown function",translation,1,1,2,na,translation release factor activity,translational termination,null,,,
PBANKA_101540,CPW-WPC family protein,,-2.61,0.73,PF3D7_1429300,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,null
PBANKA_112320,CPW-WPC family protein,,,,PF3D7_0624300,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,membrane
PBANKA_135250,CPW-WPC family protein,,-3.01,0.75,PF3D7_1338800,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,null
PBANKA_134630,CPW-WPC family protein (UIS19),,-3.77,0.73,PF3D7_1331400,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,apicoplast
PBANKA_094340,"CPW-WPC family protein, putative",,-2.54,0.75,PF3D7_1103500,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,apicoplast
PBANKA_144930,"CPW-WPC family protein, putative",,-2.93,0.74,PF3D7_1234700,CPW-WPC family protein,adhesin,1,1,2,na,null,null,null,null,null,null
PBANKA_132170,"cysteine proteinase, putative",,,,PF3D7_1458000,cysteine proteinase falcipain 1,protease,1,1,2,na,cysteine-type peptidase activity,proteolysis,null,,,
PBANKA_081910,"cytochrome b5, putative",,,,PF3D7_0918100,"cytochrome b5-like heme/steroid binding protein, putative",utilization phospholipids,1,1,2,na,heme binding,null,null,,,
PBANKA_141020,"cytochrome c2 precursor,putative",,,,PF3D7_1311700,"cytochrome c2 precursor, putative",redoxmeth,1,1,2,na,"electron carrier activity, heme binding, iron ion binding",null,null,,,
PBANKA_051200,"DHHC-type zinc finger protein, putative",,-3.85,0.75,PF3D7_1027900,"DHHC-type zinc finger protein, putative",palmytoylation; prenylation,1,1,2,na,zinc ion binding,null,null,,,
PBANKA_133460,"diacylglycerol kinase, putative",,,,PF3D7_1471400,"diacylglycerol kinase, putative",utilization phospholipids,1,1,2,na,diacylglycerol kinase activity,protein kinase C-activating G-protein coupled receptor signaling pathway,null,,,
PBANKA_080620,"e3 ubiquitin-protein ligase rbx1, putative (RBX1)",,,,PF3D7_0319100,"ubiquitin-protein ligase, putative",proteasome,1,1,2,na,"protein binding, zinc ion binding",null,null,,,
PBANKA_122950,"endonuclease III homologue, putative",,,,PF3D7_0614800,"endonuclease III homologue, putative",DNA repair,1,1,2,na,"4 iron, 4 sulfur cluster binding, endonuclease activity",base-excision repair,null,,,
PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",,,,PF3D7_0528200,"eukaryotic translation initiation factor 3, subunit 6, putative",translation,1,1,2,na,null,null,null,null,null,null
PBANKA_062250,"exonuclease I, putative",,,,PF3D7_0725000,"exonuclease I, putative",DNA repair,1,1,2,na,"DNA binding, nuclease activity",DNA repair,null,,,
PBANKA_052390,"glideosome associated protein with multiple membrane spans 2, putative (GAPM2)",,,,PF3D7_0423500,glideosome associated protein with multiple membrane spans 2 (GAPM2),gliding motility,1,1,2,na,null,null,null,"metal ion binding, protein binding",transport,"actomyosin, actin part, inner membrane complex, integral to membrane, membrane"
PBANKA_103540,"glideosome associated protein with multiple membrane spans 3, putative (G-A2P.5M63) 0.7",,,,PF3D7_1406800,glideosome associated protein with multiple membrane spans 3 (GAPM3),gliding motility,1,1,2,na,null,null,null,null,null,"inner membrane complex, integral to membrane, membrane"
PBANKA_111530,"glideosome-associated protein 40, putative (GAP40) -4.69 0.75",,,,PF3D7_0515700,"glideosome-associated protein 40, putative (GAP40)",gliding motility,1,1,2,na,null,null,null,null,null,null
PBANKA_143760,"glideosome-associated protein 45, putative -4.44 0.74",,,,PF3D7_1222700,glideosome-associated protein 45 (GAP45),gliding motility,1,1,2,different in fertilization and ookinete,null,null,null,null,null,"extrinsic to membrane, host cell membrane, inner membrane complex"
